uid,clientID,previous_read,current_read,amount,total,status,reading_date,due_date,date_created,date_updated
3C63DPHL9CG499817,WAUSF98K79A248767,1649.7,1669.8,20.1,1000,false,2023-03-10,2023-03-18,2024-01-21,2024-01-21
3C63DRJL3CG867091,4T1BD1FK9FU340529,4756.6,4787.9,31.3,1000,false,2023-05-10,2023-05-18,2024-01-21,2024-01-21
3C63DRKL9CG888588,SCFEBBEL6DG709948,5736.6,5754.8,18.2,1000,false,2022-12-10,2022-12-18,2024-01-21,2024-01-21
3C6JD6DT1CG083378,JH4CU2F43EC280718,1573.1,1582.3,9.2,1000,false,2023-01-10,2023-01-18,2024-01-21,2024-01-21
3C6LD4BT4CG955276,3N1AB7AP0FL342064,5777.9,5798.6,20.7,1000,true,2023-09-10,2023-09-18,2024-01-21,2024-01-21
3C6LD5ATXCG388921,1G6KD54Y01U158832,4617.1,4639.4,22.3,1000,true,2022-12-10,2022-12-18,2024-01-21,2024-01-21
3C6TD5ET3CG021188,5N1AZ2MG0FN251038,6630.3,6650,19.7,1000,true,2022-11-10,2022-11-18,2024-01-21,2024-01-21
3C6TD5NTXCG164641,5XYKT3A61FG281183,5087.7,5117.2,29.5,1000,false,2023-03-10,2023-03-18,2024-01-21,2024-01-21
3D4PG1FG8BT695955,WAUVFAFH2DN072511,9576.3,9582.1,5.8,1000,false,2023-04-10,2023-04-18,2024-01-21,2024-01-21
3D4PH1FG8BT242660,WAUGFBFCXEN068601,9099,9125.8,26.8,1000,false,2023-02-10,2023-02-18,2024-01-21,2024-01-21
3D4PH6FV1AT834055,WBAXA5C52FD907587,2158,2185,27,1000,true,2023-06-10,2023-06-18,2024-01-21,2024-01-21
3D4PH9FG5BT864079,WBAXA5C52FD907587,1990,2015.5,25.5,1000,false,2022-12-10,2022-12-18,2024-01-21,2024-01-21
3D73M4EL8AG229038,5LMJJ2J58EE745945,6678.5,6696.7,18.2,1000,true,2023-02-10,2023-02-18,2024-01-21,2024-01-21
3D73Y3CL1BG698586,WAUAH94F58N136538,7723.6,7745.1,21.5,1000,true,2023-07-10,2023-07-18,2024-01-21,2024-01-21
3D73Y3CL3BG056838,JTHKD5BH3C2553004,5668.6,5684.4,15.8,1000,false,2023-08-10,2023-08-18,2024-01-21,2024-01-21
3D73Y3HL1BG458530,WAUAH94F58N136538,7774.8,7801.5,26.7,1000,false,2023-09-10,2023-09-18,2024-01-21,2024-01-21
3D73Y3HL7BG781349,1G6KD54Y01U158832,4774.3,4799.3,25,1000,true,2023-06-10,2023-06-18,2024-01-21,2024-01-21
3D73Y4ELXBG036573,JTHBW1GG6E2344894,2534.3,2544.6,10.3,1000,false,2023-02-10,2023-02-18,2024-01-21,2024-01-21
3D73Y4HL0BG561010,3C6JD6EP1CG131415,2465.7,2480.7,15,1000,false,2023-01-10,2023-01-18,2024-01-21,2024-01-21
3D7JV1EP6AG683794,3N1AB7AP0FL342064,5588.6,5620.4,31.8,1000,false,2023-01-10,2023-01-18,2024-01-21,2024-01-21
3D7LT2ET5AG715684,WAUMFAFL0CA237350,2952.4,2973.2,20.8,1000,true,2023-06-10,2023-06-18,2024-01-21,2024-01-21
3D7TP2CT2AG319414,1G6DM8EG6A0876425,9464.9,9484,19.1,1000,true,2023-03-10,2023-03-18,2024-01-21,2024-01-21
3D7TP2CT2AG514266,SAJWA1CB1BL074881,9840.5,9855.2,14.7,1000,true,2023-04-10,2023-04-18,2024-01-21,2024-01-21
3D7TT2CT9AG052140,JM3TB2BA7D0018677,8182.4,8208.2,25.8,1000,false,2023-07-10,2023-07-18,2024-01-21,2024-01-21
3D7TT2CT9BG486009,1FTSW2B58AE032921,6720.3,6743.3,23,1000,true,2023-09-10,2023-09-18,2024-01-21,2024-01-21
3D7TT2HT5BG202545,WAUGFBFCXEN068601,9220.9,9241.2,20.3,1000,true,2023-07-10,2023-07-18,2024-01-21,2024-01-21
3FA6P0PU7FR409576,1G6DU6EA7A0909190,8696.8,8725.9,29.1,1000,true,2023-04-10,2023-04-18,2024-01-21,2024-01-21
3FA6P0SU6DR005656,JH4CU2F47CC548151,4265.3,4281.1,15.8,1000,false,2023-07-10,2023-07-18,2024-01-21,2024-01-21
3FADP4AJ3EM643142,1FBAX2CM7FK689477,3998.2,4021,22.8,1000,true,2023-03-10,2023-03-18,2024-01-21,2024-01-21
3G5DA03E75S911018,JM1NC2EF8A0758739,4750.6,4776.9,26.3,1000,true,2023-02-10,2023-02-18,2024-01-21,2024-01-21
3GTU2YEJ8DG205871,WBAXA5C52FD907587,2035.7,2063.2,27.5,1000,true,2023-02-10,2023-02-18,2024-01-21,2024-01-21
3GYEK62N55G701741,1FTMF1EW1AF287685,9248.5,9257,8.5,1000,false,2023-09-10,2023-09-18,2024-01-21,2024-01-21
3GYFK62878G590757,1G6AR5S35F0859840,9365,9390.7,25.7,1000,true,2023-08-10,2023-08-18,2024-01-21,2024-01-21
3GYFK66N65G743897,3C6JR6CT8DG608215,5646.7,5654.4,7.7,1000,false,2023-08-10,2023-08-18,2024-01-21,2024-01-21
3GYFNAE31DS241921,5NPEB4AC8BH831736,3705.1,3731.3,26.2,1000,false,2023-07-10,2023-07-18,2024-01-21,2024-01-21
3GYFNBE31ES072359,1FMCU4K33AK158735,7334.8,7348.3,13.5,1000,true,2022-12-10,2022-12-18,2024-01-21,2024-01-21
3GYFNCE35FS860858,JTHKD5BH3C2553004,5583.9,5611.7,27.8,1000,true,2023-05-10,2023-05-18,2024-01-21,2024-01-21
3GYFNCE39DS749940,3C6JR6CT8DG608215,6508.9,6537.9,29,1000,true,2022-11-10,2022-11-18,2024-01-21,2024-01-21
3GYFNCEY5BS161588,WAUSH98E77A264534,4146.1,4153.7,7.6,1000,true,2023-02-10,2023-02-18,2024-01-21,2024-01-21
3GYFNDE37FS139432,WBAEJ13412A207966,7059.9,7075.8,15.9,1000,true,2023-08-10,2023-08-18,2024-01-21,2024-01-21
3GYFNFE30CS988762,1G4PS5SKXC4160299,8898.5,8908.3,9.8,1000,true,2022-12-10,2022-12-18,2024-01-21,2024-01-21
3GYFNKE44AS449737,1FTEW1C8XFK447005,9111.4,9142.3,30.9,1000,false,2023-09-10,2023-09-18,2024-01-21,2024-01-21
3GYT4LEF5CG225802,WAUSF98K69A157229,6752.6,6772.9,20.3,1000,true,2023-03-10,2023-03-18,2024-01-21,2024-01-21
3LN6L2G95ER896767,5N1AR2MM0FC290147,5672.4,5693.6,21.2,1000,false,2023-09-10,2023-09-18,2024-01-21,2024-01-21
3MZBM1K79EM354873,3C6JD6EP1CG131415,2620.9,2652.6,31.7,1000,false,2023-08-10,2023-08-18,2024-01-21,2024-01-21
3N1AB6AP3CL463032,1G4PS5SKXC4160299,9001,9022.4,21.4,1000,true,2023-05-10,2023-05-18,2024-01-21,2024-01-21
3N1AB7AP8FL217054,3C6JR6CT8DG608215,5504.7,5516,11.3,1000,false,2022-12-10,2022-12-18,2024-01-21,2024-01-21
3N1CE2CP5FL079151,1B3CB3HA8AD282020,9465.6,9478,12.4,1000,false,2023-07-10,2023-07-18,2024-01-21,2024-01-21
3N1CE2CP6FL817832,WAUSH98E77A264534,4153.7,4159.6,5.9,1000,false,2023-03-10,2023-03-18,2024-01-21,2024-01-21
3N6CM0KN4EK760584,3GYT4NEF5CG176516,1802.3,1831,28.7,1000,false,2023-04-10,2023-04-18,2024-01-21,2024-01-21
3N6CM0KN4FK652001,5XYKT3A61FG281183,5138.9,5145.8,6.9,1000,true,2023-05-10,2023-05-18,2024-01-21,2024-01-21
3TMJU4GN1EM654012,1FTSW2A57AE002486,5465.9,5487.4,21.5,1000,true,2022-11-10,2022-11-18,2024-01-21,2024-01-21
3VW117AU9FM835724,5XYKT3A14DG220489,6273.9,6302.2,28.3,1000,false,2023-08-10,2023-08-18,2024-01-21,2024-01-21
3VW1K7AJXFM965188,1G6AR5S35F0859840,9232.8,9253.7,20.9,1000,true,2023-01-10,2023-01-18,2024-01-21,2024-01-21
3VW4A7AT2CM449713,WAUSF98K79A248767,1714.3,1746.3,32,1000,true,2023-06-10,2023-06-18,2024-01-21,2024-01-21
3VW517AT1FM779576,JTHBW1GG6E2344894,2544.6,2556,11.4,1000,true,2023-03-10,2023-03-18,2024-01-21,2024-01-21
3VW517AT9EM908405,1NXBE4EE0AZ827444,7503.9,7510.9,7,1000,false,2022-12-10,2022-12-18,2024-01-21,2024-01-21
3VW8S7AT8FM669814,SAJWJ2GD4F8692092,9757,9785.1,28.1,1000,false,2023-07-10,2023-07-18,2024-01-21,2024-01-21
3VWF17AT5FM297729,3GYFNFE38ES115604,5447.5,5466.4,18.9,1000,true,2023-06-10,2023-06-18,2024-01-21,2024-01-21
3VWJX7AJ5AM422955,5XYKT3A14DG220489,6216.6,6224.5,7.9,1000,false,2023-05-10,2023-05-18,2024-01-21,2024-01-21
3VWKP7AJ0DM969818,5LMJJ2J58EE745945,6797.9,6823,25.1,1000,true,2023-08-10,2023-08-18,2024-01-21,2024-01-21
3VWKX7AJ4AM471410,KMHGC4DD4CU684277,8337.3,8345.3,8,1000,true,2023-07-10,2023-07-18,2024-01-21,2024-01-21
3VWML7AJ2DM667578,3N1AB7AP0FL342064,5649.2,5668.2,19,1000,true,2023-03-10,2023-03-18,2024-01-21,2024-01-21
3VWML7AJXDM852834,JN8AE2KP3F9275785,9177.7,9207.5,29.8,1000,false,2023-03-10,2023-03-18,2024-01-21,2024-01-21
3VWPG3AG3AM803789,WBA3X5C56FD651709,1647,1659.5,12.5,1000,true,2023-07-10,2023-07-18,2024-01-21,2024-01-21
4A31K2DF0BE716599,JH4CU2F47CC548151,4166.8,4176.2,9.4,1000,true,2023-01-10,2023-01-18,2024-01-21,2024-01-21
4A31K2DF7BE904309,5XYKT3A61FG281183,5057.1,5087.7,30.6,1000,false,2023-02-10,2023-02-18,2024-01-21,2024-01-21
4A31K3DT3AE264979,1LNHL9DR0BG709637,9171,9193.4,22.4,1000,false,2023-07-10,2023-07-18,2024-01-21,2024-01-21
4A31K3DT6CE898306,WAUJC68E83A557684,4304.3,4325.4,21.1,1000,false,2023-08-10,2023-08-18,2024-01-21,2024-01-21
4A31K3DT8CE199937,JH4CU2F43EC280718,1702.5,1733.1,30.6,1000,false,2023-08-10,2023-08-18,2024-01-21,2024-01-21
4A31K5DF0CE449953,3GYT4NEF5CG176516,1876.9,1896.5,19.6,1000,true,2023-07-10,2023-07-18,2024-01-21,2024-01-21
4A31K5DF3CE646955,3N1BC1AP7AL785321,8374.4,8397.4,23,1000,true,2023-07-10,2023-07-18,2024-01-21,2024-01-21
4A31K5DF4CE274364,1YVHZ8BH1B5551290,7834.1,7855.8,21.7,1000,true,2022-12-10,2022-12-18,2024-01-21,2024-01-21
4F2CY0C71AK504867,3N1AB7AP0FL342064,5734,5749.6,15.6,1000,false,2023-06-10,2023-06-18,2024-01-21,2024-01-21
4F2CY0C74AK111722,KMHGC4DD4CU684277,8264.2,8269.7,5.5,1000,true,2023-01-10,2023-01-18,2024-01-21,2024-01-21
4JGBB9FB7BA559859,SAJWA1CB1BL074881,9888.8,9902.4,13.6,1000,false,2023-07-10,2023-07-18,2024-01-21,2024-01-21
4JGBF2FB4AA239604,3GYT4NEF5CG176516,1869.3,1876.9,7.6,1000,true,2023-06-10,2023-06-18,2024-01-21,2024-01-21
4JGCB2FE1BA287170,WAUDH94F06N676180,8428.6,8448.8,20.2,1000,false,2023-01-10,2023-01-18,2024-01-21,2024-01-21
4JGCB2FE8CA009254,3GYFK66N33G862178,9754.3,9769.8,15.5,1000,false,2023-01-10,2023-01-18,2024-01-21,2024-01-21
4JGDA0EB6FA113507,WAUDG98E25A142298,6100.2,6119.7,19.5,1000,true,2023-09-10,2023-09-18,2024-01-21,2024-01-21
4JGDA2EB6CA261812,WAUAH94F58N136538,7646.7,7653.3,6.6,1000,true,2023-02-10,2023-02-18,2024-01-21,2024-01-21
4T1BD1FK0FU661794,2G4WE587771346969,8340.3,8349.9,9.6,1000,false,2023-05-10,2023-05-18,2024-01-21,2024-01-21
4T1BD1FK3CU802384,19UYA41783A267731,7805.5,7813,7.5,1000,true,2023-09-10,2023-09-18,2024-01-21,2024-01-21
4T1BF1FK0EU560053,1B3CB3HA8AD282020,9478,9507.5,29.5,1000,true,2023-08-10,2023-08-18,2024-01-21,2024-01-21
4T1BF1FK3EU222596,JN8AZ2KR2ET462006,7481.6,7510.8,29.2,1000,false,2023-07-10,2023-07-18,2024-01-21,2024-01-21
4T1BF1FK6EU821718,SCFEBBCF0BG807982,9965.3,9993.8,28.5,1000,false,2023-01-10,2023-01-18,2024-01-21,2024-01-21
4T1BK1EB4EU732095,1C6RD6JT9CS017998,8080.3,8101.8,21.5,1000,true,2023-06-10,2023-06-18,2024-01-21,2024-01-21
4T1BK3DB4AU085317,3N1AB7AP0FL342064,5565.6,5588.6,23,1000,true,2022-12-10,2022-12-18,2024-01-21,2024-01-21
4T1BK3DB6CU009312,1G4PS5SKXC4160299,8947,8978,31,1000,true,2023-04-10,2023-04-18,2024-01-21,2024-01-21
4T3BA3BB3BU470933,5XYKT3A61FG281183,5117.2,5132.1,14.9,1000,false,2023-04-10,2023-04-18,2024-01-21,2024-01-21
4T3BA3BB6CU137949,WAUMGBFL6CA489784,7443.5,7462.6,19.1,1000,false,2022-12-10,2022-12-18,2024-01-21,2024-01-21
4T3BA3BBXFU863429,5UXWX5C52BL162397,10083.5,10109.9,26.4,1000,true,2023-08-10,2023-08-18,2024-01-21,2024-01-21
4USBT53565L823925,1G4PS5SKXC4160299,8908.3,8913.8,5.5,1000,true,2023-01-10,2023-01-18,2024-01-21,2024-01-21
4USBU33596L337239,5NPEB4AC8BH831736,3612.3,3617.8,5.5,1000,false,2023-02-10,2023-02-18,2024-01-21,2024-01-21
4USCK73402L256567,5NPEB4AC8BH831736,3617.8,3631.5,13.7,1000,false,2023-03-10,2023-03-18,2024-01-21,2024-01-21
5FNRL5H24EB346837,JM3KE2BE1E0587192,5952.4,5984,31.6,1000,true,2023-07-10,2023-07-18,2024-01-21,2024-01-21
5FNRL5H28CB457033,4JGBB9FB4AA505935,9515.8,9546,30.2,1000,false,2023-07-10,2023-07-18,2024-01-21,2024-01-21
5GADV33W87D166002,3GYFNFE38ES115604,5466.4,5482.2,15.8,1000,false,2023-07-10,2023-07-18,2024-01-21,2024-01-21
5GAER23718J605331,JTEBU5JR3E5191328,9941.7,9959.6,17.9,1000,true,2023-08-10,2023-08-18,2024-01-21,2024-01-21
5GAER23D79J141954,3N1CE2CP0FL750127,3111,3125.6,14.6,1000,false,2022-11-10,2022-11-18,2024-01-21,2024-01-21
5GAKRDED5CJ186328,WAUNF98P58A379476,6056.5,6081.1,24.6,1000,false,2023-05-10,2023-05-18,2024-01-21,2024-01-21
5GAKVAED5BJ677541,WBAEJ13412A207966,7025.1,7041.6,16.5,1000,false,2023-06-10,2023-06-18,2024-01-21,2024-01-21
5GAKVBKD5FJ393536,WBA3X5C56FD651709,1668.9,1676,7.1,1000,true,2023-09-10,2023-09-18,2024-01-21,2024-01-21
5GAKVCED1CJ797981,JTHBW1GG6E2344894,2626.3,2640,13.7,1000,true,2023-07-10,2023-07-18,2024-01-21,2024-01-21
5GNRNJEE2A8147975,5N1AA0NCXAN541769,6631.7,6648.1,16.4,1000,true,2023-04-10,2023-04-18,2024-01-21,2024-01-21
5J6TF1H52FL703988,1G6DM8E36D0662889,7700.9,7721,20.1,1000,false,2023-08-10,2023-08-18,2024-01-21,2024-01-21
5J6TF2H57FL638299,1G6DU6EA7A0909190,8668.7,8681,12.3,1000,false,2023-02-10,2023-02-18,2024-01-21,2024-01-21
5J6TF3H52FL112250,WAUDG98E25A142298,5935.3,5946.5,11.2,1000,false,2023-02-10,2023-02-18,2024-01-21,2024-01-21
5J8TB185X7A769043,YV4960BZ7A1900971,1509.8,1517.8,8,1000,true,2022-12-10,2022-12-18,2024-01-21,2024-01-21
5J8TB2H55CA787191,WAUAH94F58N136538,7653.3,7661.7,8.4,1000,false,2023-03-10,2023-03-18,2024-01-21,2024-01-21
5J8TB3H38EL964084,WAUDH94F06N676180,3563.6,3587.1,23.5,1000,false,2022-11-10,2022-11-18,2024-01-21,2024-01-21
5J8TB4H71GL600102,1C6RD7FPXCS067701,4068.2,4080,11.8,1000,false,2023-08-10,2023-08-18,2024-01-21,2024-01-21
5LMJJ2H50EE398147,WAU3VAFR9CA275758,7034.7,7062.8,28.1,1000,true,2023-02-10,2023-02-18,2024-01-21,2024-01-21
5LMJJ3J53CE176540,3GYT4NEF5CG176516,7469.7,7494.6,24.9,1000,false,2022-11-10,2022-11-18,2024-01-21,2024-01-21
5N1AA0NC7DN112920,1FMCU4K33AK158735,7457.1,7482.2,25.1,1000,true,2023-05-10,2023-05-18,2024-01-21,2024-01-21
5N1AA0NC9BN591791,JN8AE2KP3F9275785,9289.6,9316.3,26.7,1000,true,2023-08-10,2023-08-18,2024-01-21,2024-01-21
5N1AA0ND8EN792322,1FBAX2CM7FK689477,4120.1,4133.7,13.6,1000,true,2023-09-10,2023-09-18,2024-01-21,2024-01-21
5N1AA0ND8FN576021,1LNHL9DR0BG709637,9211.2,9235.7,24.5,1000,false,2023-09-10,2023-09-18,2024-01-21,2024-01-21
5N1AA0ND9FN349470,1G6DM8EG6A0876425,9523.4,9538.9,15.5,1000,true,2023-05-10,2023-05-18,2024-01-21,2024-01-21
5N1AN0NU2CN333031,YV4960BZ7A1900971,1680.9,1708.2,27.3,1000,true,2023-08-10,2023-08-18,2024-01-21,2024-01-21
5N1AN0NU4CN509321,2T1BURHE7FC721044,8786.6,8797.6,11,1000,false,2023-07-10,2023-07-18,2024-01-21,2024-01-21
5N1AN0NU8DN172735,WAUJC68E83A557684,4153.8,4174.1,20.3,1000,true,2023-01-10,2023-01-18,2024-01-21,2024-01-21
5N1AR1NB4BC977925,SAJWA1CB1BL074881,9802.1,9814.2,12.1,1000,true,2023-02-10,2023-02-18,2024-01-21,2024-01-21
5N1AR1NB5AC097492,JH4NA12684T808965,3060.6,3081.4,20.8,1000,true,2023-03-10,2023-03-18,2024-01-21,2024-01-21
5N1AR2MM3DC941221,WAUVFAFH2DN072511,9643,9668.7,25.7,1000,true,2023-08-10,2023-08-18,2024-01-21,2024-01-21
5N1AR2MM5FC839292,WAUMFAFL0CA237350,2876.9,2904.3,27.4,1000,false,2023-04-10,2023-04-18,2024-01-21,2024-01-21
5N1AR2MM7EC002879,WBAVC73548K924757,3505.5,3537.3,31.8,1000,true,2023-04-10,2023-04-18,2024-01-21,2024-01-21
5N1AT2ML1FC205583,JH4DC54823C137416,6131.5,6140.5,9,1000,false,2023-07-10,2023-07-18,2024-01-21,2024-01-21
5N1AT2ML2FC931971,3N1CN7AP0EL211876,3806.6,3829.9,23.3,1000,true,2023-09-10,2023-09-18,2024-01-21,2024-01-21
5N1AT2ML8EC487042,5N1AZ2MG0FN251038,3333.1,3363.4,30.3,1000,false,2023-09-10,2023-09-18,2024-01-21,2024-01-21
5N1BA0ND0FN327541,WAUWFAFH8DN635713,7901,7923.5,22.5,1000,true,2022-12-10,2022-12-18,2024-01-21,2024-01-21
5N1BA0NE8FN900971,WDDHF0EB7EB886296,6024.5,6053.3,28.8,1000,false,2023-03-10,2023-03-18,2024-01-21,2024-01-21
5N1CR2MM3EC706103,3N1BC1AP7AL785321,8275.4,8289.5,14.1,1000,false,2023-03-10,2023-03-18,2024-01-21,2024-01-21
5N1CR2MM6EC643238,5NPEB4AC8BH831736,3587.1,3596.1,9,1000,true,2022-12-10,2022-12-18,2024-01-21,2024-01-21
5NMSG3AB3AH648293,WBABS33463P674374,5223.3,5229.5,6.2,1000,true,2023-01-10,2023-01-18,2024-01-21,2024-01-21
5NMSG3AB3AH875564,WBAEJ13412A207966,7075.8,7094.6,18.8,1000,false,2023-09-10,2023-09-18,2024-01-21,2024-01-21
5NPDH4AE3BH580930,WAUNF98P58A379476,6081.1,6086.9,5.8,1000,true,2023-06-10,2023-06-18,2024-01-21,2024-01-21
5NPDH4AE8DH483550,1C6RD6JT9CS017998,8125.1,8144.5,19.4,1000,false,2023-09-10,2023-09-18,2024-01-21,2024-01-21
5NPDH4AE9FH033988,2T1BURHE7FC721044,8756.7,8786.6,29.9,1000,false,2023-06-10,2023-06-18,2024-01-21,2024-01-21
5NPDH4AEXDH732611,1G4PR5SK2E4176351,9888,9908.8,20.8,1000,true,2022-11-10,2022-11-18,2024-01-21,2024-01-21
5NPDH4AEXDH900683,4T1BD1FK9FU340529,4662.3,4672.6,10.3,1000,false,2023-01-10,2023-01-18,2024-01-21,2024-01-21
5NPEB4AC0CH064899,WAUWFAFH8DN635713,7950.3,7981.4,31.1,1000,true,2023-02-10,2023-02-18,2024-01-21,2024-01-21
5TDBKRFH4FS301140,1N6AA0EC2FN095139,6802.2,6819.3,17.1,1000,false,2023-06-10,2023-06-18,2024-01-21,2024-01-21
5TDBKRFH9FS222806,19UYA41783A267731,7698.5,7716.1,17.6,1000,false,2023-05-10,2023-05-18,2024-01-21,2024-01-21
5TDBKRFH9FS953140,1G6DM8EG6A0876425,7134,7152.1,18.1,1000,false,2022-11-10,2022-11-18,2024-01-21,2024-01-21
5TDBM5G11CS119220,1FMCU4K33AK158735,7497,7511.6,14.6,1000,true,2023-07-10,2023-07-18,2024-01-21,2024-01-21
5TDBW5G14ES289889,JM3KE2BE1E0587192,5867.3,5891.7,24.4,1000,false,2023-02-10,2023-02-18,2024-01-21,2024-01-21
5TDBY5G17BS240692,1G6DU6EA7A0909190,8812.9,8819.6,6.7,1000,false,2023-09-10,2023-09-18,2024-01-21,2024-01-21
5TDDK3DC9FS122752,JTHBW1GG6E2344894,6096.8,6108.9,12.1,1000,false,2022-11-10,2022-11-18,2024-01-21,2024-01-21
5TDDK3DCXDS809056,4T1BD1FK9FU340529,4703.9,4729.9,26,1000,true,2023-03-10,2023-03-18,2024-01-21,2024-01-21
5TFCW5F13CX470124,3D7JB1EP4AG547396,7662.6,7683.6,21,1000,true,2023-05-10,2023-05-18,2024-01-21,2024-01-21
5TFCW5F16CX804257,JTEBU5JR3E5191328,9959.6,9973.5,13.9,1000,false,2023-09-10,2023-09-18,2024-01-21,2024-01-21
5UMBT93588L842859,JM3TB2BA7D0018677,8109.6,8121.2,11.6,1000,false,2023-03-10,2023-03-18,2024-01-21,2024-01-21
5UMDU93507L625441,WDDHF0EB7EB886296,5975.7,5988,12.3,1000,false,2022-12-10,2022-12-18,2024-01-21,2024-01-21
5UXFA13556L730593,WAUMGBFL6CA489784,7547.9,7577.9,30,1000,true,2023-04-10,2023-04-18,2024-01-21,2024-01-21
5UXFA135X5L896963,JH4DC54823C137416,6050.9,6078.2,27.3,1000,true,2023-04-10,2023-04-18,2024-01-21,2024-01-21
5UXFA53502L214286,1FTSW2B58AE032921,6591,6620.5,29.5,1000,true,2023-04-10,2023-04-18,2024-01-21,2024-01-21
5UXFB33593L123844,JTHKD5BH3C2553004,5441.9,5472.6,30.7,1000,true,2022-12-10,2022-12-18,2024-01-21,2024-01-21
5UXFE43559L256803,1N6AA0EC2FN095139,6699.9,6705.9,6,1000,false,2023-01-10,2023-01-18,2024-01-21,2024-01-21
5UXFE835X8L214729,1FBAX2CM7FK689477,5015.2,5030.2,15,1000,false,2022-11-10,2022-11-18,2024-01-21,2024-01-21
5UXFG2C53E0696206,5UXFB53516L118265,7562.1,7580.7,18.6,1000,false,2023-04-10,2023-04-18,2024-01-21,2024-01-21
5UXFG2C53E0743640,WAUNF98P58A379476,5971.8,6001.1,29.3,1000,true,2023-02-10,2023-02-18,2024-01-21,2024-01-21
5UXFG83548L456040,KMHGC4DD4CU684277,8275.6,8283.6,8,1000,false,2023-03-10,2023-03-18,2024-01-21,2024-01-21
5UXKU2C5XF0410408,WAUSH98E77A264534,4117.7,4122.7,5,1000,true,2022-12-10,2022-12-18,2024-01-21,2024-01-21
5UXZV4C59CL265265,3N1CN7AP0EL211876,3665.2,3678.5,13.3,1000,false,2023-01-10,2023-01-18,2024-01-21,2024-01-21
5UXZV4C59D0148837,2T1BURHE7FC721044,8615.6,8645.8,30.2,1000,false,2022-11-10,2022-11-18,2024-01-21,2024-01-21
5UXZV4C5XCL308415,1NXBE4EE0AZ827444,7538.4,7547.7,9.3,1000,true,2023-03-10,2023-03-18,2024-01-21,2024-01-21
5UXZW0C58D0474814,1LNHL9DR0BG709637,9064,9088.4,24.4,1000,true,2022-12-10,2022-12-18,2024-01-21,2024-01-21
5XYKT3A12DG318579,1G6KD54Y01U158832,4799.3,4820.4,21.1,1000,true,2023-07-10,2023-07-18,2024-01-21,2024-01-21
5XYKT3A15CG548597,1FTSW2B58AE032921,6647.7,6665.3,17.6,1000,true,2023-05-10,2023-05-18,2024-01-21,2024-01-21
5XYZG3ABXBG708886,WAUD2AFD3DN343709,1386.3,1414.9,28.6,1000,true,2022-12-10,2022-12-18,2024-01-21,2024-01-21
5YMGZ0C57D0503534,WBAXA5C52FD907587,1531.5,1550.9,19.4,1000,true,2022-11-10,2022-11-18,2024-01-21,2024-01-21
JA32U1FUXBU304167,WBA3X5C56FD651709,1498,1513.2,15.2,1000,true,2022-12-10,2022-12-18,2024-01-21,2024-01-21
JA32X8HW6CU140481,1LNHL9DR0BG709637,9140.1,9160.9,20.8,1000,true,2023-05-10,2023-05-18,2024-01-21,2024-01-21
JA4AP3AU8CZ554111,19UUB2F52FA755844,8656.5,8679.4,22.9,1000,true,2023-03-10,2023-03-18,2024-01-21,2024-01-21
JH4CL95824C208939,WAUD2AFD3DN343709,1505.1,1515.2,10.1,1000,true,2023-06-10,2023-06-18,2024-01-21,2024-01-21
JH4CL96828C359820,WAUSF98K79A248767,1669.8,1686.2,16.4,1000,false,2023-04-10,2023-04-18,2024-01-21,2024-01-21
JH4CL96887C879602,JTEBU5JR3E5191328,4127.6,4148.3,20.7,1000,false,2022-11-10,2022-11-18,2024-01-21,2024-01-21
JH4CL968X7C168452,3C6JR6CT8DG608215,5618.1,5646.7,28.6,1000,true,2023-07-10,2023-07-18,2024-01-21,2024-01-21
JH4CU2F66CC240261,JH4NA12684T808965,3127.7,3136.2,8.5,1000,true,2023-05-10,2023-05-18,2024-01-21,2024-01-21
JH4CU2F85EC240997,4T1BD1FK9FU340529,4814.6,4845,30.4,1000,false,2023-07-10,2023-07-18,2024-01-21,2024-01-21
JH4CU2F86DC476380,5N1AA0NCXAN541769,6691,6711.2,20.2,1000,true,2023-07-10,2023-07-18,2024-01-21,2024-01-21
JH4CW2H61DC755757,5N1AZ2MG0FN251038,3249.9,3278.3,28.4,1000,true,2023-05-10,2023-05-18,2024-01-21,2024-01-21
JH4DB75501S999653,3C63DRGL4CG140064,1836.3,1856.1,19.8,1000,true,2023-01-10,2023-01-18,2024-01-21,2024-01-21
JH4DB75641S181397,1GYS3HKJXFR749066,5948.8,5966,17.2,1000,false,2023-09-10,2023-09-18,2024-01-21,2024-01-21
JH4DC53873C899335,5XYKT3A11BG697071,7161.8,7181.8,20,1000,true,2023-01-10,2023-01-18,2024-01-21,2024-01-21
JH4DC53883S743214,5NPEB4AC8BH831736,3744.7,3765.3,20.6,1000,true,2023-09-10,2023-09-18,2024-01-21,2024-01-21
JH4DC54866S942961,1G4PS5SKXC4160299,5948.2,5979.5,31.3,1000,false,2022-11-10,2022-11-18,2024-01-21,2024-01-21
JH4KA96662C116745,WAUMGBFL6CA489784,7517.2,7547.9,30.7,1000,true,2023-03-10,2023-03-18,2024-01-21,2024-01-21
JH4KB16557C657895,SAJWJ2GD4F8692092,9736.7,9757,20.3,1000,false,2023-06-10,2023-06-18,2024-01-21,2024-01-21
JH4KB16597C123069,JN8AZ2KR2ET462006,7413.7,7427.5,13.8,1000,false,2023-04-10,2023-04-18,2024-01-21,2024-01-21
